atr14,catalyst_score,close,company,entry_score,fundamental_score,industry,market_cap,pivot,rank,rr_ratio,rr_score,rs_rank,sector,stop_pct,t_count,target_pct,ticker,total_score,trend_score,tt_checks,tt_score,vcp,vcp_grade,vcp_score_raw
"3.6","65","86.1","Tutor Perini Corporation","38","20","Engineering & Construction","4541193728","89.4","673","0.78","0","50","Industrials","8","4","6.27","TPC","43.9","72","[object Object]","9","[object Object]","C","47"
"1.07","45","18.64","MaxLinear, Inc","33","20","Semiconductors","1628629504","20.82","674","1.95","40","50","Technology","8","4","15.61","MXL","43.9","72","[object Object]","9","[object Object]","C","47"
"0.66","45","35.92","Enterprise Products Partners L.","40","30","Oil & Gas Midstream","77775683584","37.31","675","0.55","0","50","Energy","3.68","4","2.03","EPD","43.8","72","[object Object]","9","[object Object]","C","50"
"0.33","45","11.76","Smith & Wesson Brands, Inc.","29","10","Aerospace & Defense","523246432","12.15","676","2.61","70","50","Industrials","5.67","4","14.8","SWBI","43.6","72","[object Object]","9","[object Object]","D","32"
"0.47","55","20.56","NetSTREIT Corp.","44","20","REIT - Retail","2263923456","20.68","677","0.14","0","50","Real Estate","4.53","4","0.65","NTST","43.6","72","[object Object]","9","[object Object]","D","32"
"0.77","65","23.6","Genco Shipping & Trading Limite","29","10","Marine Shipping","1022300352","24.1","678","1.97","40","50","Industrials","6.5","4","12.82","GNK","43.6","72","[object Object]","9","[object Object]","D","32"
"6.09","40","203.59","Crane Company","24","45","Specialty Industrial Machinery","11726150656","214.31","679","1.25","0","50","Industrials","5.98","4","7.46","CR","43.6","72","[object Object]","9","[object Object]","D","32"
"3.5","35","142.81","Cullen/Frost Bankers, Inc.","40","35","Banks - Regional","9025847296","148.97","680","0.29","0","50","Financial Services","4.9","4","1.44","CFR","43.6","72","[object Object]","9","[object Object]","C","50"
"1.72","40","43.22","Worthington Steel, Inc.","24","45","Steel","2197004800","49.17","681","1.1","0","50","Basic Materials","7.97","4","8.75","WS","43.6","72","[object Object]","9","[object Object]","D","32"
"6.67","45","230.92","Packaging Corporation of Americ","26","40","Packaging & Containers","20777900032","249.51","682","0.07","0","50","Consumer Cyclical","5.78","4","0.42","PKG","43.5","72","[object Object]","9","[object Object]","D","35"
"0.15","30","24.57","ProAssurance Corporation","56","25","Insurance - Property & Casualty","1263233280","24.69","683","1.45","0","50","Financial Services","1.2","4","1.75","PRA","43.5","72","[object Object]","9","[object Object]","C","52"
"0.53","65","17.61","Permian Resources Corporation","29","25","Oil & Gas E&P","13118104576","18.16","684","0.87","0","50","Energy","5.99","4","5.19","PR","43.4","72","[object Object]","9","[object Object]","D","32"
"2.68","45","140.03","Prologis, Inc.","44","25","REIT - Industrial","130166145024","142.4","685","0.13","0","50","Real Estate","3.83","4","0.51","PLD","43.4","72","[object Object]","9","[object Object]","D","32"
"0.76","0","45.91","Pacer US Small Cap Cash Cows ET","59","0","","0","47.31","686","3","100","50","","3.31","4","9.93","CALF","43.4","72","[object Object]","9","[object Object]","A","82"
"0.55","30","15.78","Hawaiian Electric Industries, I","24","10","Utilities - Regulated Electric","2723951104","17.38","687","3","100","50","Utilities","6.99","4","20.96","HE","43.4","72","[object Object]","9","[object Object]","D","32"
"9.23","45","138.85","IPG Photonics Corporation","19","45","Semiconductor Equipment & Materials","5849343488","115","688","0.53","0","50","Technology","8","4","4.25","IPGP","43.4","72","[object Object]","9","[object Object]","D","32"
"1.46","45","48.59","BankUnited, Inc.","24","25","Banks - Regional","3651177472","52.11","689","1.73","40","50","Financial Services","6","4","10.39","BKU","43.4","72","[object Object]","9","[object Object]","D","32"
"0.49","55","13.61","Flagstar Bank, N.A.","42","20","Banks - Regional","5661515776","14.54","690","1.23","0","50","Financial Services","7.26","4","8.92","FLG","43.2","72","[object Object]","9","[object Object]","B","62"
"3.33","45","99.47","Texas Capital Bancshares, Inc.","24","40","Banks - Regional","4540167168","108.92","691","0.95","0","50","Financial Services","6.69","4","6.35","TCBI","43.1","72","[object Object]","9","[object Object]","D","32"
"1.41","30","52.58","Cathay General Bancorp","29","45","Banks - Regional","3577365504","54.99","692","0.79","0","50","Financial Services","5.35","4","4.22","CATY","43.1","72","[object Object]","9","[object Object]","D","32"
"1.68","40","48.6","Hilton Grand Vacations Inc.","65","10","Resorts & Casinos","4282443776","49.44","693","1.01","0","50","Consumer Cyclical","6.89","4","7","HGV","43.1","72","[object Object]","9","[object Object]","B","67"
"1.01","45","27.07","Daktronics, Inc.","29","35","Electronic Components","1319603328","28.26","694","1.45","0","50","Technology","7.47","4","10.82","DAKT","42.9","72","[object Object]","9","[object Object]","D","32"
"0.77","0","93.52","WisdomTree U.S. LargeCap Divide","56","0","","0","94.11","695","3","100","50","","1.65","4","4.94","DLN","42.8","72","[object Object]","9","[object Object]","C","53"
"0.07","0","11.86","Amplify CEF High Income ETF","56","0","","0","11.91","696","3","100","50","","1.16","4","3.48","YYY","42.8","72","[object Object]","9","[object Object]","C","53"
"0.78","0","58.7","JPMorgan Nasdaq Equity Premium ","56","0","","0","59.67","697","3","100","50","","2.66","4","7.98","JEPQ","42.8","72","[object Object]","9","[object Object]","C","53"
"3.83","0","304.53","Vanguard Mid-Cap ETF","56","0","","46889394176","305.84","698","3","100","50","","2.51","4","7.54","VO","42.8","72","[object Object]","9","[object Object]","C","53"
"0.37","0","33.12","Capital Group Global Equity ETF","56","0","","0","33.13","699","3","100","50","","2.25","4","6.76","CGGE","42.8","72","[object Object]","9","[object Object]","C","53"
"0.41","0","46.68","Amplify CWP Enhanced Dividend I","56","0","","0","47.3","700","3","100","50","","1.76","4","5.27","DIVO","42.8","72","[object Object]","9","[object Object]","C","53"
"1.83","0","44.38","Sprott Copper Miners ETF","56","0","","0","44.88","701","3","100","50","","8","4","24","COPP","42.8","72","[object Object]","9","[object Object]","C","52"
"0.91","0","95.39","Vanguard International Dividend","56","0","","0","96.53","702","3","100","50","","1.9","4","5.7","VIGI","42.8","72","[object Object]","9","[object Object]","C","53"
"0.26","0","31.88","Capital Group Conservative Equi","56","0","","0","31.95","703","3","100","50","","1.62","4","4.87","CGCV","42.8","72","[object Object]","9","[object Object]","C","53"
"0.14","0","18.51","VanEck Preferred Securities ex ","56","0","","0","18.57","704","3","100","50","","1.51","4","4.52","PFXF","42.8","72","[object Object]","9","[object Object]","C","53"
"0.54","0","59.53","Fidelity High Dividend ETF","56","0","","0","60.12","705","3","100","50","","1.81","4","5.42","FDVV","42.8","72","[object Object]","9","[object Object]","C","53"
"2","0","57.3","iShares Copper and Metals Minin","56","0","","0","57.87","706","3","100","50","","6.96","4","20.89","ICOP","42.8","72","[object Object]","9","[object Object]","C","52"
"0.58","0","39.9","VictoryShares Free Cash Flow ET","56","0","","0","40.67","707","3","100","50","","2.9","4","8.69","VFLO","42.8","72","[object Object]","9","[object Object]","C","53"
"0.28","0","28.6","Dimensional Global Real Estate ","56","0","","0","28.82","708","3","100","50","","1.97","4","5.91","DFGR","42.8","72","[object Object]","9","[object Object]","C","53"
"0.31","40","13.57","Northfield Bancorp, Inc.","38","30","Banks - Regional","566735488","13.92","709","1.48","0","50","Financial Services","4.64","4","6.85","NFBK","42.7","72","[object Object]","9","[object Object]","C","47"
"8.7","40","220.4","Regal Rexnord Corporation","32","35","Specialty Industrial Machinery","14632283136","229.3","710","0.69","0","50","Industrials","7.89","3","5.43","RRX","42.7","72","[object Object]","9","[object Object]","D","37"
"5.17","30","80.27","Inhibrx Biosciences, Inc.","33","0","Biotechnology","1167425792","88.72","711","3","100","50","Healthcare","8","4","24","INBX","42.7","72","[object Object]","9","[object Object]","C","47"
"1.31","0","80.23","Invesco S&P SmallCap Momentum E","55","0","","0","81.36","712","3","100","50","","3.27","4","9.8","XSMO","42.6","72","[object Object]","9","[object Object]","C","50"
"1.99","0","206.65","Vanguard Value ETF","55","0","","87671472128","208.2","713","3","100","50","","1.93","4","5.79","VTV","42.6","72","[object Object]","9","[object Object]","C","50"
"1.54","0","155.03","Vanguard High Dividend Yield ET","55","0","","0","157.29","714","3","100","50","","1.99","4","5.97","VYM","42.6","72","[object Object]","9","[object Object]","C","50"
"1.02","0","70","Global X MLP & Energy Infrastru","55","0","","0","70.77","715","3","100","50","","2.91","4","8.74","MLPX","42.6","72","[object Object]","9","[object Object]","C","50"
"1.21","0","113.33","ProShares S&P 500 Dividend Aris","55","0","","0","115.31","716","3","100","50","","2.14","4","6.42","NOBL","42.6","72","[object Object]","9","[object Object]","C","50"
"0.27","0","27.13","iShares Global REIT ETF","55","0","","0","27.26","717","3","100","50","","1.96","4","5.89","REET","42.6","72","[object Object]","9","[object Object]","C","50"
"0.35","0","31.51","Schwab US Dividend Equity ETF","55","0","","0","31.88","718","3","100","50","","2.25","4","6.75","SCHD","42.6","72","[object Object]","9","[object Object]","C","50"
"2.31","0","203.58","Invesco S&P 500 Equal Weight ET","55","0","","31667478528","205.24","719","3","100","50","","2.27","4","6.81","RSP","42.6","72","[object Object]","9","[object Object]","C","50"
"1.34","0","152.78","Vanguard Mega Cap Value ETF","55","0","","0","154.03","720","3","100","50","","1.76","4","5.27","MGV","42.6","72","[object Object]","9","[object Object]","C","50"
"0.66","0","56.86","iShares MSCI Pacific Ex-Japan I","55","0","","3019266048","56.89","721","3","100","50","","2.32","4","6.97","EPP","42.6","72","[object Object]","9","[object Object]","C","50"
"0.2","0","19.57","Global X Super Dividend ETF","55","0","","0","19.69","722","3","100","50","","2","4","5.99","DIV","42.6","72","[object Object]","9","[object Object]","C","50"
"0.38","0","45.18","iShares Currency Hedged MSCI EA","55","0","","0","45.2","723","3","100","50","","1.7","4","5.09","HEFA","42.6","72","[object Object]","9","[object Object]","C","50"
"0.47","0","31.41","Capital Group U.S. Small and Mi","55","0","","0","31.51","724","3","100","50","","3.01","4","9.02","CGMM","42.6","72","[object Object]","9","[object Object]","C","50"
"1.92","0","153.32","iShares Russell Mid-cap Value E","55","0","","18452062208","154.26","725","3","100","50","","2.51","4","7.52","IWS","42.6","72","[object Object]","9","[object Object]","C","50"
"1.36","0","102.63","iShares Russell Mid-Cap ETF","55","0","","35884576768","103.38","726","3","100","50","","2.66","4","7.97","IWR","42.6","72","[object Object]","9","[object Object]","C","50"
"0.41","0","50.68","Vanguard Global ex-U.S. Real Es","55","0","","0","50.78","727","3","100","50","","1.63","4","4.9","VNQI","42.6","72","[object Object]","9","[object Object]","C","50"
"0.74","45","32.75","Getty Realty Corporation","40","25","REIT - Retail","1958991360","34.02","728","0.17","0","50","Real Estate","4.54","4","0.76","GTY","42.6","72","[object Object]","9","[object Object]","C","50"
"0.63","0","73.68","iShares Core Dividend Growth ET","55","0","","0","74.28","729","3","100","50","","1.7","4","5.11","DGRO","42.6","72","[object Object]","9","[object Object]","C","50"
"0.4","0","37.12","Dimensional US Large Cap Value ","55","0","","0","37.45","730","3","100","50","","2.17","4","6.5","DFLV","42.6","72","[object Object]","9","[object Object]","C","50"
"0.49","0","49.72","iShares MSCI Intl Quality Facto","55","0","","0","49.78","731","3","100","50","","1.98","4","5.93","IQLT","42.6","72","[object Object]","9","[object Object]","C","50"
"0.4","0","38.1","T. Rowe Price International Equ","55","0","","0","38.17","732","3","100","50","","2.08","4","6.25","TOUS","42.6","72","[object Object]","9","[object Object]","C","50"
"0.46","0","52.48","Xtrackers MSCI EAFE Hedged Equi","55","0","","0","52.51","733","3","100","50","","1.75","4","5.25","DBEF","42.6","72","[object Object]","9","[object Object]","C","50"
"1.36","0","106.12","VanEck Morningstar Wide Moat ET","55","0","","0","108.1","734","3","100","50","","2.57","4","7.71","MOAT","42.6","72","[object Object]","9","[object Object]","C","50"
"1.43","0","123.38","iShares MSCI EAFE Growth ETF","55","0","","0","123.49","735","3","100","50","","2.32","4","6.96","EFG","42.6","72","[object Object]","9","[object Object]","C","50"
"0.65","0","94.31","iShares MSCI EAFE Min Vol Facto","55","0","","0","94.42","736","3","100","50","","1.37","4","4.11","EFAV","42.6","72","[object Object]","9","[object Object]","C","50"
"1.73","0","107.11","iShares S&P Mid-Cap 400 Growth ","55","0","","3625673472","107.39","737","3","100","50","","3.22","4","9.67","IJK","42.6","72","[object Object]","9","[object Object]","C","50"
"0.2","0","15.77","Global X Russell 2000 Covered C","55","0","","0","16.02","738","3","100","50","","2.55","4","7.64","RYLD","42.6","72","[object Object]","9","[object Object]","C","50"
"1.47","0","154.56","State Street SPDR S&P Dividend ","55","0","","0","156.12","739","3","100","50","","1.9","4","5.69","SDY","42.6","72","[object Object]","9","[object Object]","C","50"
"1.36","0","138.76","iShares Core High Dividend ETF","55","0","","0","140.05","740","3","100","50","","1.96","4","5.87","HDV","42.6","72","[object Object]","9","[object Object]","C","50"
"1.64","35","50.94","Occidental Petroleum Corporatio","29","40","Oil & Gas E&P","50240421888","53.33","741","0.29","0","50","Energy","6.43","4","1.85","OXY","42.6","72","[object Object]","9","[object Object]","D","32"
"1.38","0","105.69","iShares Convertible Bond ETF","55","0","","0","106.21","742","3","100","50","","2.61","4","7.83","ICVT","42.6","72","[object Object]","9","[object Object]","C","50"
"0.48","0","32.87","Schwab U.S. Mid Cap ETF","55","0","","0","33.18","743","3","100","50","","2.93","4","8.79","SCHM","42.6","72","[object Object]","9","[object Object]","C","50"
"0.32","0","32.18","Schwab U.S. Large-Cap Value ETF","55","0","","0","32.45","744","3","100","50","","1.96","4","5.88","SCHV","42.6","72","[object Object]","9","[object Object]","C","50"
"0.73","0","64.15","Pacer US Cash Cows 100 ETF","55","0","","0","64.8","745","3","100","50","","2.28","4","6.83","COWZ","42.6","72","[object Object]","9","[object Object]","C","50"
"0.99","0","84.19","Avantis U.S. Large Cap Value ET","55","0","","0","84.74","746","3","100","50","","2.34","4","7.03","AVLV","42.6","72","[object Object]","9","[object Object]","C","50"
"0.82","0","69.34","State Street SPDR EURO STOXX 50","55","0","","4205540096","69.38","747","3","100","50","","2.36","4","7.08","FEZ","42.6","72","[object Object]","9","[object Object]","C","50"
